registration number,registration date,application number,application date,authors,authors count,right holders,contact to third parties,microchip name,first usage countries,first usage date,right holder on first usage date,expiration date,registration publish date,registration publish number,actual,publication URL
2019630216,20191112,2019630188,20191004,"Коколов Андрей Александрович (RU)
Шеерман Фёдор Иванович (RU)
Бабак Леонид Иванович (RU)
Шутов Евгений Александрович (RU)",4,Федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный университет систем управления и радиоэлектроники» (ТУСУР) (RU),нет,Монолитная интегральная схема SiGe BiCMOS двухкаскадного малошумящего усилителя диапазона 18-25 ГГц,нет,,,20291112,20191112,11,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630216
2019630217,20191113,2019630152,20190819,"Шаманаев Андрей Владимирович (RU)
Беляев Сергей Витальевич (RU)
Комаров Михаил Дмитриевич (RU)",3,"Российская Федерация, от имени которой выступает федеральное государственное казенное учреждение «Войсковая часть 68240» (RU)",нет,СПЕЦИАЛИЗИРОВАННЫЙ МИКРОКОНТРОЛЛЕР С 32 РАЗРЯДНЫМ МИКРОПРОЦЕССОРНЫМ ЯДРОМ,,,,20291113,20191113,11,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630217
2019630218,20191113,2019630151,20190819,"Шаманаев Андрей Владимирович (RU)
Платонов Кирилл Валерьевич (RU)
Барыкин Сергей Леонидович (RU)",3,"Российская Федерация, от имени которой выступает федеральное государственное казенное учреждение «Войсковая часть 68240» (RU)",нет,ПРИЕМОПЕРЕДАТЧИК ЧАСТОТНО-МОДУЛИРОВАННЫХ СИГНАЛОВ РАБОТЫ В ДИАПАЗОНЕ 430 МГц,,,,20291113,20191113,11,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630218
2019630219,20191113,2019630150,20190819,"Шаманаев Андрей Владимирович (RU)
Сладков Антон Дмитриевич (RU)
Кядиков Михаил Эдуардович (RU)",3,"Российская Федерация, от имени которой выступает федеральное государственное казенное учреждение «Войсковая часть 68240» (RU)",нет,АНАЛОГОВЫЙ ТРАКТ С ЧЕТЫРЬМЯ АНАЛОГО-ЦИФРОВЫМИ ПРЕОБРАЗОВАТЕЛЯМИ С ПРОГРАММИРУЕМЫМИ ПАРАМЕТРАМИ,,,,20291113,20191113,11,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630219
2019630220,20191113,2019630221,20191107,"Богомолов Илья Николаевич (RU)
Шаталов Сергей Александрович (RU)
Жукова Мария Геннадьевна (RU)
Куфтинов Сергей Васильевич (RU)
Левина Любовь Николаевна (RU)
Бобков Валерий Георгиевич (RU)",6,Акционерное Общество «ПКК Миландр» (RU),нет,32-разрядная однокристальная микроЭВМ с памятью Flash-типа ИМС K1986BE92QI,нет,,,20291113,20191113,11,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630220
2019630221,20191113,2019630222,20191107,"Адамов Денис Юрьевич (RU)
Пантелин Андрей Юрьевич (RU)
Сомов Олег Анатольевич (RU)
Умбиталиев Александр Ахатович (RU)
Третьяк Сергей Александрович (RU)
Алешичев Сергей Евгеньевич (RU)
Черногубов Александр Владимирович (RU)",7,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)",niitv@niitv.ru,ТОПОЛОГИЯ ИНТЕГРАЛЬНОЙ МИКРОСХЕМЫ 5589ТК025,,,,20291113,20191113,11,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630221
2019630222,20191120,2019630178,20190913,"Ахмелкин Дмитрий Михайлович (RU)
Романов Михаил Владимирович (RU)",2,Акционерное общество «Опытно - конструкторское бюро микроэлектроники» (RU),dvk@1-inc.ru,Интегральная микросхема сдвоенного приемопередатчика манчестерского кода с установкой выходов приемника в состояние низкого уровня при запрете приема с напряжением питания 5 В,РФ,20171122,,20271122,20191120,11,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630222
2019630223,20191120,2019630214,20191031,"Жидик Юрий Сергеевич (RU)
Ющенко Алексей Юрьевич (RU)
Троян Павел Ефимович (RU)",3,Федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный университет систем управления и радиоэлектроники» (ТУСУР) (RU),нет,Монолитная интегральная схема аттенюатора Ка-диапазона,нет,,,20291120,20191120,11,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630223
2019630224,20191120,2019630213,20191031,"Жидик Юрий Сергеевич (RU)
Ющенко Алексей Юрьевич (RU)
Троян Павел Ефимович (RU)",3,Федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный университет систем управления и радиоэлектроники» (ТУСУР) (RU),нет,Монолитная интегральная схема коммутируемой линии задержки Ка-диапазона,нет,,,20291120,20191120,11,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630224
2019630225,20191120,2019630212,20191031,"Жидик Юрий Сергеевич (RU)
Ющенко Алексей Юрьевич (RU)
Троян Павел Ефимович (RU)",3,Федеральное государственное бюджетное образовательное учреждение высшего образования «Томский государственный университет систем управления и радиоэлектроники» (ТУСУР) (RU),нет,Сложнофункциональная монолитная интегральная схема Ка-диапазона,нет,,,20291120,20191120,11,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630225
2019630226,20191127,2019630225,20191121,"Солохина Татьяна Владимировна (RU)
Функнер Александр Александрович (RU)
Лобанова Анна Юрьевна (RU)
Кудинов Павел Владимирович (RU)
Меньшенин Леонид Владимирович (RU)",5,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество Научно-производственный центр «Электронные вычислительно-информационные системы» (АО НПЦ «ЭЛВИС») (RU)",нет,ТОПОЛОГИЯ МИКРОСХЕМЫ ДЛЯ ПЕРИФЕРИЙНОГО РАДИОМОДУЛЯ 1892ВА018,РФ,20171210,,20271210,20191127,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630226
2019630227,20191203,2019630229,20191122,"Савченко Евгений Матвеевич (RU)
Будяков Пётр Сергеевич (RU)
Мельничук Станислав Андреевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприятие «Пульсар» (RU)",,«Радиационно-стойкий СВЧ коммутатор 2 в 1 с диапазоном рабочих частот до 20 ГГц»,,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630227
2019630228,20191203,2019630238,20191122,"Савченко Евгений Матвеевич (RU)
Дрозденко Евгений Сергеевич (RU)
Дроздов Дмитрий Геннадьевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприятие «Пульсар» (RU)",нет,"«СВЧ широкополосный активный умножитель частоты на 2 с диапазоном рабочих частот от 7,8 до 23,5 ГГц»",,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630228
2019630229,20191203,2019630241,20191122,"Савченко Евгений Матвеевич (RU)
Дрозденко Евгений Сергеевич (RU)
Дроздов Дмитрий Геннадьевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприятие «Пульсар» (RU)",нет,"«СВЧ широкополосный активный умножитель частоты на 2 с диапазоном рабочих частот от 4,8 до 12,3 ГГц»",,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630229
2019630230,20191203,2019630242,20191122,"Савченко Евгений Матвеевич (RU)
Дрозденко Евгений Сергеевич (RU)
Сиомко Всеволод Олегович (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприятие «Пульсар» (RU)",нет,"«СВЧ широкополосный активный умножитель частоты на 4 с диапазоном рабочих частот от 5,8 до 10,3 ГГц»",,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630230
2019630231,20191203,2019630233,20191122,"Савченко Евгений Матвеевич (RU)
Мельничук Станислав Андреевич (RU)
Дрозденко Евгений Сергеевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприятие «Пульсар» (RU)",нет,"«СВЧ широкополосный пассивный умножитель частоты на 2 с диапазоном рабочих частот от 7,8 до 16,4 ГГц»",,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630231
2019630232,20191203,2019630232,20191122,"Савченко Евгений Матвеевич (RU)
Дрозденко Евгений Сергеевич (RU)
Сиомко Всеволод Олегович (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприятие «Пульсар» (RU)",нет,"«СВЧ широкополосный активный умножитель частоты на 4 с диапазоном рабочих частот от 28,0 до 33,5 ГГц»",,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630232
2019630233,20191203,2019630227,20191122,"Савченко Евгений Матвеевич (RU)
Дрозденко Евгений Сергеевич (RU)",2,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприятие «Пульсар» (RU)",нет,"«СВЧ широкополосный активный умножитель частоты на 2 с диапазоном рабочих частот от 9,5 до 20,7 ГГц»",нет,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630233
2019630234,20191203,2019630226,20191122,"Савченко Евгений Матвеевич (RU)
Дрозденко Евгений Сергеевич (RU)
Сиомко Всеволод Олегович (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприятие «Пульсар» (RU)",нет,"«СВЧ широкополосный активный умножитель частоты на 4 с диапазоном рабочих частот от 9,5 до 13,5 ГГц»",нет,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630234
2019630235,20191203,2019630236,20191122,"Савченко Евгений Матвеевич (RU)
Дрозденко Евгений Сергеевич (RU)
Дроздов Дмитрий Геннадьевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприятие «Пульсар» (RU)",нет,"«СВЧ широкополосный активный умножитель частоты на 2 с диапазоном рабочих частот от 13,4 до 26,5 ГГц»",,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630235
2019630236,20191203,2019630237,20191122,"Савченко Евгений Матвеевич (RU)
Баландин Дмитрий Александрович (RU)
Кузьмин Антон Дмитриевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприятие «Пульсар» (RU)",нет,"«Монолитная интегральная схема СВЧ транзисторной структуры с емкостным делителем в обратной связи с диапазоном рабочих частот от 0,7 до 6 ГГц»",,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630236
2019630237,20191203,2019630239,20191122,"Савченко Евгений Матвеевич (RU)
Баландин Дмитрий Александрович (RU)
Мельничук Станислав Андреевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприятие «Пульсар» (RU)",нет,«Радиационно-стойкий СВЧ коммутатор 2 в 1 с диапазоном рабочих частот до 5 ГГц»,,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630237
2019630238,20191203,2019630240,20191122,"Савченко Евгений Матвеевич (RU)
Дроздов Дмитрий Геннадьевич (RU)
Першин Александр Дмитриевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприятие «Пульсар» (RU)",нет,"«Радиационно-стойкий СВЧ широкополосный буферный усилитель мощности с диапазоном рабочих частот от 5,2 до 10,6 ГГц и выходной мощностью не менее 100 мВт»",,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630238
2019630239,20191203,2019630231,20191122,"Савченко Евгений Матвеевич (RU)
Дрозденко Евгений Сергеевич (RU)
Дроздов Дмитрий Геннадьевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприяние «Пульсар» (RU)",нет,"«СВЧ широкополосный активный умножитель частоты на 2 с диапазоном рабочих частот от 19,5 до 41,0 ГГц»",нет,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630239
2019630240,20191203,2019630230,20191122,"Савченко Евгений Матвеевич (RU)
Мельничук Станислав Андреевич (RU)
Дрозденко Евгений Сергеевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприяние «Пульсар» (RU)",нет,"«СВЧ сверхширокополосный пассивный умножитель частоты на 2 с диапазоном рабочих частот от 0,9 до 6,3 ГГц»",нет,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630240
2019630241,20191203,2019630228,20191122,"Савченко Евгений Матвеевич (RU)
Мельничук Станислав Андреевич (RU)
Дрозденко Евгений Сергеевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприяние «Пульсар» (RU)",нет,"«Радиационно-стойкий СВЧ удвоитель частоты с диапазоном рабочих частот от 0,8 до 4,6 ГГц»",,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630241
2019630242,20191203,2019630235,20191122,"Савченко Евгений Матвеевич (RU)
Будяков Алексей Сергеевич (RU)
Баландин Дмитрий Александрович (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприятие «Пульсар» (RU)",,"«Радиационно-стойкий широкополосный СВЧ делитель частоты с диапазоном рабочих частот от 0,9 до 8,5 ГГц с переменным коэффициентом деления на 2, 4, 8, 16»",,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630242
2019630243,20191203,2019630234,20191122,"Савченко Евгений Матвеевич (RU)
Дрозденко Евгений Сергеевич (RU)
Дроздов Дмитрий Геннадьевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-производственное предприятие «Пульсар» (RU)",,"«СВЧ широкополосный активный умножитель частоты на 2 с диапазоном рабочих частот от 31,0 до 47,0 ГГц»",,,,20291203,20191203,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630243
2019630244,20191210,2019630243,20191127,,1,Общество с ограниченной ответственностью «ТЕКОН Микропроцессорные технологии» (RU),"+7 (495)730-41-12, tinfo@tecon.ru",МИКРОСХЕМА ИНТЕГРАЛЬНАЯ МИКРОПРОЦЕССОРА СЕРИИ ШЕРШЕНЬ.,,,,20291210,20191210,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630244
2019630245,20191211,2019630245,20191129,"Валясина Екатерина Михайловна (RU)
Лахтионов Алексей Германович (RU)
Федоров Григорий Александрович (RU)",3,Общество с ограниченной ответственностью «Дизайн Центр КМ211» (ООО «КМ211») (RU),Marat.Rakhmatullin@km211.com,Интегральная микросхема К1941ВК017 - 32-разрядный микроконтроллер смарт-карт,,,,20291211,20191211,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630245
2019630246,20191212,2019630248,20191205,Кирдянов Александр Александрович (RU),1,Акционерное общество «ДИЗАЙН ЦЕНТР «СОЮЗ» (RU),нет,Микросхема четырехканального ШИМ-модулятора системы термостатирования,нет,,,20291212,20191212,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630246
2019630247,20191213,2019630246,20191129,"Тимошенко Александр Геннадьевич (RU)
Соколов Максим Андреевич (RU)
Иванов Михаил Сергеевич (RU)",3,Акционерное общество «Уральское производственное предприятие «Вектор» (АО «УПП «Вектор») (RU),,Усилитель мощности на основе SiGe технологии для систем связи 4G и 5G,,,,20291213,20191213,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630247
2019630248,20191213,2019630244,20191129,"Ивлев Андрей Анатольевич (RU)
Сомов Валерий Геннадиевич (RU)
Хренов Григорий Юрьевич (RU)",3,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЙКАЛ ЭЛЕКТРОНИКС"" (RU)","АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЙКАЛ ЭЛЕКТРОНИКС"" РОССИЯ 143421,  МОСКОВСКАЯ ОБЛАСТЬ, РАЙОН КРАСНОГОРСКИЙ, ТЕРРИТОРИЯ 26 КМ. АВТОДОРОГИ ""БАЛТИЯ""; БИЗНЕС-ЦЕНТР"" РИГА- ЛЕНД"", СТР. Б2, тел. +74952213947",Вычислительное ядро Cortex-A75 для СнК BE-S1000,,,,20291213,20191213,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630248
2019630249,20191218,2019630249,20191212,"Львович Анатолий Анатольевич (RU)
Львович Александр Анатольевич (RU)
Кабашова Галина Васильевна (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)",нет,«Радиационно-стойкая микросхема 8-ми разрядного преобразователя последовательного кода в параллельный 5548НР06Н4»,нет,,,20291218,20191218,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630249
2019630250,20191218,2019630250,20191212,"Львович Анатолий Анатольевич (RU)
Львович Александр Анатольевич (RU)
Кабашова Галина Васильевна (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)",нет,«Радиационно-стойкая микросхема 8-ми разрядного преобразователя последовательного кода в параллельный 5548НР05Н4»,нет,,,20291218,20191218,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630250
2019630251,20191218,2019630251,20191212,"Львович Анатолий Анатольевич (RU)
Львович Александр Анатольевич (RU)
Кабашова Галина Васильевна (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)",нет,«Радиационно-стойкая микросхема 16-ти разрядного преобразователя последовательного кода в параллельный 5548НР03Н4»,нет,,,20291218,20191218,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630251
2019630252,20191219,2019630261,20191213,"Савченко Евгений Матвеевич (RU)
Будяков Алексей Сергеевич (RU)
Дрозденко Евгений Сергеевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (Минпромторг России) (RU)",нет,Управляемый семиразрядный фильтр нижних частот с частотой среза от 4 МГц до 40 МГц,нет,,,20291219,20191219,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630252
2019630253,20191219,2019630263,20191213,"Савченко Евгений Матвеевич (RU)
Будяков Алексей Сергеевич (RU)
Баландин Дмитрий Александрович (RU)
Сиомко Всеволод Олегович (RU)",4,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (Минпромторг России) (RU)",нет,Регулируемый пятиразрядный дифференциальный усилитель с диапазоном рабочих частот от 1 кГц до 100 МГц,нет,,,20291219,20191219,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630253
2019630254,20191219,2019630264,20191213,"Савченко Евгений Матвеевич (RU)
Будяков Алексей Сергеевич (RU)
Будяков Пётр Сергеевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (Минпромторг России) (RU)","Пресненская наб., 10, стр. 2 (башня 2), Москва, 123112, Российская Федерация, Минпромторг России",Буферный преобразователь цифровых уровней сигналов с встроенным стабилизатором напряжения,нет,,,20291219,20191219,12,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630254
2019630255,20191224,2019630216,20191101,"Флегонтов Вадим Евгеньевич (RU)
Козлова Надежда Юрьевна (RU)
Обеднин Антон Александрович (RU)",3,Общество с ограниченной ответственностью «ИДМ-ПЛЮС» (RU),нет,"""ТОПОЛОГИЯ МИКРОСХЕМЫ ДАТЧИКА МАГНИТНОГО ПОЛЯ""",РФ,20190815,,20290815,20191224,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630255
2019630256,20191225,2019630254,20191212,"Дик Павел Аркадьевич (RU)
Кучерский Владимир Романович (RU)
Калинина Татьяна Митрофановна (RU)
Ванюшкин Алексей Вячеславович (RU)",4,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)
Акционерное общество «Научно-исследовательский институт молекулярной электроники» (RU)",нет,«Сверхбыстродействующий двухканальный стробируемый компаратор напряжения с р-ЭСЛ выходами»,,,,20291225,20191225,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630256
2019630257,20191225,2019630255,20191212,"Львович Анатолий Анатольевич (RU)
Львович Александр Анатольевич (RU)
Кабашова Галина Васильевна (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)",нет,«Радиационно-стойкая микросхема 8-ми разрядного преобразователя последовательного кода в параллельный 5548НР01Н4»,,,,20291225,20191225,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630257
2019630258,20191225,2019630256,20191212,"Львович Анатолий Анатольевич (RU)
Львович Александр Анатольевич (RU)
Кабашова Галина Васильевна (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)",нет,«Радиационно-стойкая микросхема 16-ти разрядного преобразователя последовательного кода в параллельный 5548НР07Н4»,,,,20291225,20191225,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630258
2019630259,20191225,2019630253,20191212,"Львович Анатолий Анатольевич (RU)
Львович Александр Анатольевич (RU)
Кабашова Галина Васильевна (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)",нет,«Радиационно-стойкая микросхема 8-ми разрядного преобразователя последовательного кода в параллельный 5548НР02Н4»,,,,20291225,20191225,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630259
2019630260,20191225,2019630252,20191212,"Львович Анатолий Анатольевич (RU)
Львович Александр Анатольевич (RU)
Кабашова Галина Васильевна (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)",нет,«Радиационно-стойкая микросхема 16-ти разрядного преобразователя последовательного кода в параллельный 5548НР08Н4»,,,,20291225,20191225,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630260
2019630261,20191226,2019630260,20191213,"Савченко Евгений Матвеевич (RU)
Будяков Алексей Сергеевич (RU)
Першин Александр Дмитриевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (Минпромторг России) (RU)","Минпромторг России, Пресненская наб., 10, стр. 2 (башня 2), Москва, 123112","Широкополосный СВЧ усилитель мощности с диапазоном рабочих частот от 0,1 ГГц до 3,0 ГГц и напряжением питания +5 В",,,,20291226,20191226,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630261
2019630262,20191226,2019630258,20191213,"Савченко Евгений Матвеевич (RU)
Будяков Алексей Сергеевич (RU)
Будяков Пётр Сергеевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (Минпромторг России) (RU)","Минпромторг России, Пресненская наб., д. 10, стр. 2 (башня 2), Москва, 123112,","Квадратурный модулятор с диапазоном рабочих частот от 0,1 ГГц до 2,5 ГГц",,,,20291226,20191226,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630262
2019630263,20191226,2019630262,20191213,"Савченко Евгений Матвеевич (RU)
Будяков Алексей Сергеевич (RU)
Дроздов Дмитрий Геннадьевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (Минпромторг России) (RU)","Минпромторг России, Пресненская наб., 10, стр. 2 (башня 2), Москва, 123112","Малошумящий СВЧ усилитель с диапазоном рабочих частот от 0,1 ГГц до 3 ГГц",,,,20291226,20191226,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2019630263
2020630001,20200109,2019630269,20191219,"Шаманаев Андрей Владимирович (RU)
Сладков Антон Дмитриевич (RU)
Кядиков Михаил Эдуардович (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (Минпромторг России) (RU)
федеральное государственное бюджетное научное учреждение «Научно-производственный комплекс «Технологический центр» (RU)",нет,Квадратурный модулятор передатчика,нет,,,20300109,20200110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2020630001
2020630002,20200109,2019630270,20191219,"Шаманаев Андрей Владимирович (RU)
Беляев Сергей Витальевич (RU)
Сладков Антон Дмитриевич (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (Минпромторг России) (RU)",нет,Широкополосный генератор электромагнитного поля с возможностью регулировки уровня выходного сигнала,нет,,,20300109,20200110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2020630002
2020630003,20200109,2019630271,20191219,"Шаманаев Андрей Владимирович (RU)
Сладков Антон Дмитриевич (RU)
Кядиков Михаил Эдуардович (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (Минпромторг России) (RU)
федеральное государственное бюджетное научное учреждение «Научно-производственный комплекс «Технологический центр» (RU)",нет,Синтезатор частоты,нет,,,20300109,20200110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2020630003
2020630004,20200109,2019630272,20191219,"Шаманаев Андрей Владимирович (RU)
Сладков Антон Дмитриевич (RU)
Кядиков Михаил Эдуардович (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (Минпромторг России) (RU)
федеральное государственное бюджетное научное учреждение «Научно-производственный комплекс «Технологический центр» (RU)",нет,Приемник прямого преобразования,нет,,,20300109,20200110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2020630004
2020630005,20200109,2019630268,20191218,"Львович Анатолий Анатольевич (RU)
Львович Александр Анатольевич (RU)
Кабашова Галина Васильевна (RU)",3,"Российская Федерация, от имени которой выступает Министерство промышленности и торговли Российской Федерации (RU)",нет,«Радиационно-стойкая микросхема 16-ти разрядного преобразователя последовательного кода в параллельный 5548НР04Н4»,нет,,,20300109,20200110,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=TIMS&DocNumber=2020630005
